149,4805,96
150,9819,29
151,5763,50
152,8561,32
153,12413,12
154,1681,43
155,4009,31
156,11304,1
157,4725,38
158,12259,67
159,8628,37
160,9836,80
161,8608,77
162,4114,5
163,142,14
164,8421,82
165,9165,74
166,670,13
167,10447,67
168,2534,57
169,5067,81
170,12252,21
171,4034,77
172,3335,64
173,5505,99
174,6610,26
175,1541,46
176,1347,61
177,5819,83
178,1081,22
179,11601,33
180,3828,1
181,5804,32
182,4545,54
183,4764,99
184,3551,70
185,4210,66
186,8237,47
187,10699,36
188,4192,80
189,6781,33
190,11520,40
191,9258,16
192,454,21
193,3024,87
194,681,79
195,6241,4
196,7554,59
197,8867,62
198,5923,64
199,4893,8
200,4192,72
201,3316,75
202,7120,5
203,10363,37
204,12104,78
205,2248,45
206,155,57
207,3354,35
208,7235,52
209,9750,40
210,8500,25
211,6440,99
212,7037,89
213,3837,33
214,12180,1
215,8513,85
216,7704,21
217,7603,89
218,7280,83
219,8630,96
220,4140,72
221,10063,74
222,10381,13
223,9852,1
224,11776,35
225,2577,11
226,10373,90
227,12331,35
228,11720,77
229,3387,74
230,8864,51
231,12027,27
232,3157,77
233,1435,24
234,7959,49
235,7079,67
236,2703,44
237,1006,85
238,1775,4
239,3301,3
240,6133,22
241,9722,7
242,3512,36
243,3161,11
244,5464,27
245,9769,33
246,5402,13
247,132,94
248,4981,51
249,4571,18
250,10957,77
251,5189,71
252,9852,62
253,10904,88
254,862,29
255,9603,22
256,2566,29
257,6960,26
258,6750,30
259,12525,55
260,10451,8
261,12493,1
262,5122,56
263,5265,16
264,9111,93
265,8299,98
266,5899,29
267,1984,39
268,8423,48
269,3852,22
270,3919,89
271,9749,17
272,2714,56
273,8943,25
274,6612,66
275,3604,70
276,6428,26
277,8735,90
278,1674,64
279,2393,98
280,12558,7
281,6155,29
282,5996,51
283,7286,54
284,8553,79
285,10036,68
286,1443,29
287,9964,76
288,10226,80
289,5623,69
290,2104,43
291,5347,26
292,3988,73
293,11611,24
294,11773,59
295,7786,1
296,7741,56
297,4190,9
298,3552,80
299,6782,55
300,3223,63
301,2033,33
302,25,21
303,12439,76
304,1849,71
305,2971,95
306,2615,78
307,4650,67
308,9493,32
309,7304,46
310,9957,53
311,3637,78
312,8717,77
313,6710,77
314,6432,30
315,12280,85
316,6747,29
317,11388,24
318,10547,70
319,7365,39
320,8932,98
321,7645,85
322,11840,69
323,9018,23
324,9929,54
325,4936,29
326,8633,83
327,3788,62
328,9839,30
329,9641,31
330,2050,54
331,8186,68
332,4089,45
333,11318,57
334,5608,5
335,6863,95
336,3997,69
337,1476,73
338,8413,35
339,3767,29
340,4037,62
341,8352,5
342,3352,32
343,5673,30
344,8259,55
345,5937,28
346,4954,27
347,7024,42
348,4809,64
349,11064,77
350,6647,38
351,7584,23
352,9185,22
353,8375,89
354,12277,21
355,12,87
356,5045,15
357,4114,76
358,12318,17
359,6166,98
360,56,36
361,10798,9
362,7583,24
363,11041,69
364,568,64
365,834,70
366,788,22
367,11312,89
368,4313,19
369,7732,42
370,2006,32
371,3247,39
372,647,2
373,10847,64
374,1588,79
375,5130,69
376,8424,49
377,11607,67
378,1442,35
379,5391,35
380,8746,73
381,11400,73
382,3117,72
383,9960,51
384,5824,38
385,1998,16
386,3539,8
387,6431,2
388,2878,68
389,5368,65
390,9065,51
391,3845,98
392,6501,34
393,1397,85
394,2865,59
395,6615,71
396,2876,6
397,6684,52
398,2346,37
399,3083,92
400,3409,31
401,1340,91
402,597,86
403,1825,89
404,11241,73
405,1621,63
406,5181,53
407,4275,41
408,11165,85
409,5554,76
410,11322,51
411,9039,10
412,9259,60
413,178,37
414,2102,60
415,2890,61
416,1095,20
417,9220,59
418,4656,53
419,11273,96
420,8776,87
421,10834,19
422,257,4
423,9218,77
424,9299,82
425,10970,93
426,6738,33
427,5536,2
428,12621,57
429,4780,46
430,11672,33
431,2624,85
432,6008,93
433,6520,31
434,4387,90
435,5876,34
436,7739,34
437,2450,83
438,700,22
439,8388,61
440,2720,37
441,5751,11
442,4381,26
443,7131,95
444,2351,48
445,11694,13
446,4633,80
447,6522,92
448,4607,31
449,2742,36
450,1771,59
451,8950,46
452,781,98
453,1793,44
454,481,51
455,1544,56
456,642,83
457,4661,83
458,12411,52
459,507,88
460,4720,40
461,1157,37
462,4396,86
463,2798,92
464,8655,79
465,6382,27
466,11983,53
467,10898,2
468,1352,66
469,8414,18
470,5735,3
471,2179,36
472,7375,8
473,7543,1
474,10549,4
475,5987,49
476,5162,6
477,10810,25
478,6919,97
479,5509,13
480,8340,77
481,1430,12
482,6654,99
483,3956,96
484,1869,36
485,11873,22
486,7871,5
487,10077,9
488,121,18
489,11435,8
490,237,35
491,1538,79
492,9849,91
493,5771,58
494,11264,71
495,4150,23
496,10581,20
497,11666,25
498,3721,6
499,10417,14
500,3758,20
501,12282,5
502,7410,22
503,7370,92
504,11455,23
505,8722,82
506,4304,58
507,62,19
508,570,46
509,1915,10
510,5181,4
511,5590,57
512,12145,95
513,3229,88
514,8978,37
515,4124,89
516,7920,58
517,12559,48
518,1884,27
519,9280,85
520,3849,8
521,10431,42
522,591,69
523,11249,34
524,2755,5
525,6671,3
526,7429,28
527,11481,90
528,351,20
529,3164,31
530,3533,7
531,6295,23
532,6633,61
533,7462,21
534,4162,8
535,6138,23
536,8170,71
537,9039,39
538,8483,66
539,7182,91
540,10459,88
541,6348,42
542,2587,35
543,5870,9
544,4692,51
545,7373,89
546,6123,95
547,7836,90
548,6868,90
549,9209,63
550,5869,18
551,1214,70
552,2960,30
553,1331,38
554,5142,37
555,5378,84
556,9245,90
557,5350,43
558,2820,50
559,7976,37
560,3644,50
561,4466,12
562,8485,1
563,958,91
564,5751,68
565,2851,23
566,3947,91
567,10100,100
568,7342,77
569,4829,83
570,10293,61
571,11250,80
572,11136,62
573,11911,100
574,12305,43
575,12425,69
576,8016,97
577,736,1
578,4472,49
579,1587,32
580,5513,48
581,4447,38
582,11999,52
583,10710,13
584,10964,38
585,12367,25
586,11791,33
587,8073,40
588,2482,98
589,11862,64
590,1693,78
591,55,44
592,3854,92
593,10541,69
594,10479,7
595,5560,6
596,5874,8
597,7884,71
598,12491,80
599,5299,25
600,11796,25
601,10365,18
602,3049,12
603,9098,71
604,2425,33
605,1875,75
606,1289,78
607,8682,32
608,7067,7
609,639,62
610,10712,52
611,6868,8
612,11440,31
613,7244,2
614,5050,89
615,9621,57
616,4628,78
617,4112,59
618,9566,27
619,6098,17
620,5429,37
621,8343,13
622,8954,99
623,4452,88
624,5266,90
625,5081,88
626,7972,89
627,9330,25
628,2655,5
629,2601,53
630,7681,14
631,10834,81
632,6113,9
633,11381,36
634,6481,19
635,12104,64
636,5159,13
637,1255,24
638,11750,12
639,5332,20
640,2662,81
641,5783,72
642,512,5
643,5533,52
644,10630,82
645,4634,14
646,10701,88
647,11414,58
648,7144,75
649,11349,84
650,6782,8
651,821,18
652,97,58
653,11877,24
654,6194,4
655,2931,40
656,2865,53
657,8119,19
658,7433,84
659,8926,13
660,10871,43
661,9664,68
662,6140,62
663,9465,95
664,1862,17
665,4527,73
666,7241,8
667,2482,26
668,4291,28
669,10607,62
670,9529,73
671,7062,18
672,3408,33
673,5147,92
674,1059,65
675,12216,96
676,4470,31
677,3333,42
678,5290,21
679,10869,32
680,785,99
681,1816,10
682,4051,93
683,677,52
684,7730,21
685,8894,72
686,9809,71
687,10424,67
688,10782,57
689,9383,98
690,6321,24
691,11300,55
692,1694,46
693,3016,24
694,3735,2
695,6660,43
696,7636,87
697,6733,31
698,2595,46
699,9266,87
700,5763,5
701,6511,100
702,356,50
703,1471,45
704,529,85
705,7538,98
706,3827,17
707,271,13
708,9633,87
709,6018,21
710,3078,98
711,6430,54
712,4729,3
713,1282,49
714,7095,67
715,2448,27
716,7441,1
717,2921,65
718,492,14
719,2182,59
720,6155,97
721,9646,33
722,8735,76
723,1525,30
724,3563,53
725,1117,41
726,12485,10
727,3943,33
728,6898,91
729,1672,97
730,9071,37
731,8199,6
732,455,61
733,952,76
734,6160,41
735,6190,72
736,1719,80
737,12507,19
738,9632,45
739,9458,76
740,1437,67
741,3036,95
742,2793,39
743,9426,26
744,1744,26
745,3058,38
746,4360,47
747,7615,41
748,1364,54
749,486,67
750,11172,84
751,10883,79
752,9001,59
753,948,89
754,3003,89
755,10296,51
756,11350,2
757,8369,1
758,9079,63
759,5775,75
760,6162,93
761,5541,58
762,10589,39
763,2940,99
764,2061,97
765,5026,65
766,11392,58
767,500,11
768,4288,54
769,8880,86
770,12531,98
771,12020,21
772,11663,88
773,5137,17
774,11920,29
775,3263,75
776,7255,17
777,8657,92
778,5016,17
779,7781,87
780,1447,45
781,8446,86
782,2261,24
783,4840,85
784,5024,11
785,9102,86
786,6675,59
787,3805,98
788,6724,66
789,9320,42
790,6242,10
791,5316,9
792,3899,61
793,736,26
794,10038,37
795,2180,88
796,11076,74
797,4865,13
798,7104,11
799,12021,54
800,2571,19
801,5318,32
802,579,2
803,7057,6
804,7396,39
805,3904,93
806,4110,46
807,11977,85
808,2076,40
809,10513,18
810,6449,36
811,1168,14
812,9853,82
813,5973,56
814,9990,87
815,3008,66
816,3784,82
817,2420,28
818,1590,60
819,10700,68
820,6785,8
821,9721,48
822,9123,47
823,2402,79
824,4500,72
825,12567,18
826,7242,49
827,3057,33
828,8489,92
829,9961,68
830,1966,88
831,1463,60
832,2763,19
833,6151,56
834,1428,99
835,4101,6
836,4278,44
837,6647,27
838,3544,22
839,4339,33
840,3821,88
841,11592,25
842,8405,20
843,1979,1
844,10997,58
845,1183,22
846,3841,92
847,5038,9
848,2494,20
849,8961,89
850,4878,13
851,2473,84
852,4870,12
853,2398,92
854,5695,45
855,1186,21
856,3386,33
857,7187,33
858,9685,53
859,9783,15
860,8984,77
861,1250,99
862,2508,95
863,3759,25
864,10155,4
865,12320,7
866,5849,25
867,1044,72
868,9475,11
869,670,26
870,8628,57
871,5839,73
872,10607,60
873,89,56
874,3035,45
875,8542,23
876,1600,59
877,8784,96
878,3722,56
879,6990,30
880,5092,41
881,11837,73
882,11680,33
883,8801,5
884,1162,88
885,11652,8
886,11589,78
887,12447,85
888,2088,64
889,10307,55
890,3739,59
891,7813,50
892,3325,8
893,1121,67
894,7154,10
895,8570,62
896,3170,43
897,9330,43
898,1813,56
899,10353,30
900,11143,40
901,9724,88
902,2920,67
903,7297,74
904,8709,71
905,11176,33
906,7553,20
907,3013,54
908,5780,46
909,2781,86
910,8961,14
911,995,45
912,8615,50
913,4933,94
914,10825,48
915,4774,40
916,5230,43
917,2753,15
918,3571,20
919,7974,47
920,9813,42
921,4400,65
922,2548,31
923,11063,21
924,11381,83
925,3479,3
926,469,8
927,3720,65
928,7573,2
929,7788,14
930,7431,90
931,12645,43
932,3702,15
933,1188,79
934,4776,83
935,5728,11
936,5730,90
937,7215,6
938,7183,48
939,8634,83
940,7802,62
941,3334,32
942,12371,44
943,7266,38
944,3416,71
945,12438,56
946,11477,82
947,7723,97
948,9156,7
949,6249,43
950,6655,40
951,466,45
952,12386,82
953,12285,92
954,12324,57
955,1456,47
956,10438,48
957,11005,85
958,10042,36
959,1169,46
960,11195,97
961,3737,65
962,3004,68
963,1858,42
964,9204,90
965,12216,57
966,10527,40
967,10997,79
968,6435,79
969,11755,28
970,9396,90
971,8929,32
972,3049,73
973,10693,28
974,9116,33
975,6318,87
976,12626,50
977,2079,20
978,372,37
979,5463,24
980,2319,76
981,4425,53
982,4104,41
983,1513,29
984,3750,75
985,573,29
986,10965,16
987,2302,4
988,5988,35
989,1357,33
990,5539,92
991,1344,75
992,12657,28
993,10692,20
994,11626,72
995,11761,87
996,7994,45
997,8265,18
998,5526,74
999,11353,58
1000,11043,93
1001,8756,54
1002,181,77
1003,204,1
1004,7801,81
1005,11643,77
1006,10282,25
1007,1902,42
1008,3750,99
1009,7071,84
1010,9207,45
1011,11115,80
1012,2588,4
1013,8995,3
1014,11615,17
1015,11501,80
1016,11144,21
1017,7963,60
1018,4431,50
1019,5539,33
1020,9887,69
1021,10535,34
1022,3816,87
1023,6641,78
1024,8833,73
1025,8049,26
1026,2537,23
1027,3203,78
1028,11877,96
1029,1529,50
1030,616,8
1031,459,22
1032,4788,97
1033,10700,2
1034,6521,37
1035,4155,53
1036,7579,18
1037,1493,67
1038,7594,91
1039,745,87
