103,13627,Aeroservicios Ejecutivos Del Occidente,\N,,AEO,AERO OCCIDENTE,Mexico,N
104,8132,Aerotec,\N,,AEP,AEROTEC,Spain,N
105,11536,Air Atlantique,\N,KI,AAG,ATLANTIC,United Kingdom,N
106,2664,Air Europe,\N,PE,AEL,AIR EUROPE,Italy,Y
107,70,Air Alma,\N,,AAJ,AIR ALMA,Canada,N
108,12750,Air Express,\N,,AEQ,LUNA,Sweden,N
109,4673,Alaska Central Express,\N,KO,AER,ACE AIR,United States,Y
110,10545,ACES Colombia,\N,,AES,ACES,Colombia,Y
111,9973,Aeronautical Radio of Thailand,\N,,AET,AEROTHAI,Thailand,N
112,27,Astraeus,\N,5W,AEU,FLYSTAR,United Kingdom,Y
113,12996,Aeroventas,\N,,AEV,AEROVENTAS,Mexico,N
114,4575,Aerosvit Airlines,\N,VV,AEW,AEROSVIT,Ukraine,Y
115,9755,Airway Express,\N,,AEX,AVCO,United States,N
116,11139,Air Italy,\N,I9,AEY,AIR ITALY,Italy,Y
117,2584,Aerial Transit Company,\N,,AEZ,AERIAL TRANZ,United States,N
118,8018,Alfa Air,\N,,AFA,BLUE ALFA,Czech Republic,N
119,7419,American Falcon,\N,WK,AFB,AMERICAN FALCON,Argentina,N
120,3575,Alliance Airlines,\N,QQ,UTY,UNITY,Australia,Y
121,3832,Air Universal,\N,,UVS,UNI-LEONE,Sierra Leone,N
122,6195,Auvia Air,\N,,UVT,AUVIA,Indonesia,N
123,8704,African West Air,\N,,AFC,AFRICAN WEST,Senegal,N
124,5299,Airfast Indonesia,\N,,AFE,AIRFAST,Indonesia,N
125,12975,Ariana Afghan Airlines,\N,FG,AFG,ARIANA,Afghanistan,Y
126,7277,Air Fecteau,\N,,AFH,FECTO,Canada,N
127,6801,Africaone,\N,,AFI,AFRICAWORLD,Uganda,N
128,1023,Alliance,\N,,AFJ,JAMBO,Uganda,N
129,2420,Africa Air Links,\N,,AFK,AFRICA LINKS,Sierra Leone,N
130,1222,Aeroflot Russian Airlines,\N,SU,AFL,AEROFLOT,Russia,Y
131,6817,Aero Empresa Mexicana,\N,,AFO,AERO EMPRESA,Mexico,N
132,2378,Air Bosna,\N,JA,BON,AIR BOSNA,Bosnia and Herzegovina,Y
133,2320,Air Bravo,\N,,BRF,AIR BRAVO,Uganda,N
134,4510,Air Brasd'or,\N,,BRL,BRASD'OR,Canada,N
135,9915,Air 500,\N,,BRM,BOOMERANG,Canada,N
136,13925,Alba Servizi Aerotrasporti,\N,,AFQ,ALBA,Italy,N
137,2648,Air France,\N,AF,AFR,AIRFRANS,France,Y
138,10483,Air Partner,\N,,ACG,AIR PARTNER,United Kingdom,N
139,4032,Air Caledonie International,\N,SB,ACI,AIRCALIN,France,Y
140,8151,Air Caledonia,\N,,ACM,WEST CAL,Canada,N
141,8233,Air Guam,\N,,AGM,AIR GUAM,United States,N
142,2957,Air Gabon,\N,GN,AGN,GOLF NOVEMBER,Gabon,N
143,7788,Air Data,\N,,AFS,,United Kingdom,N
144,10111,Air Afrique Vacancies,\N,,AFV,AFRIQUE VACANCE,Ivory Coast,N
145,13617,Air Cargo America,\N,,MVM,PEGASUS,United States,N
146,8777,Air Salone,\N,2O,,,Sierra Leone,Y
147,4796,Air-Angol,\N,,NGO,AIR ANGOL,Angola,N
148,1074,Air Nigeria,\N,,NGP,REGAL EAGLE,Nigeria,N
149,4718,Air Cargo Carriers,\N,2Q,SNC,NIGHT CARGO,United States,Y
150,110,Air Samarkand,\N,,SND,ARSAM,Uzbekistan,N
151,308,Air Senegal International,\N,V7,SNG,AIR SENEGAL,Senegal,N
152,5725,Air Sandy,\N,,SNY,AIR SANDY,Canada,N
153,1046,Air Namibia,\N,SW,NMB,NAMIBIA,Namibia,Y
154,322,Air Intersalonika,\N,,NSK,INTERSALONIKA,Greece,N
155,11311,Air Anatolia,\N,,NTL,AIR ANATOLIA,Turkey,N
156,6709,Air Saigon,\N,,SGA,AIR SAIGON,Vietnam,N
157,9607,Afrique Regional Airways,\N,,AFW,AFRAIR,Ivory Coast,N
158,11093,Airfreight Express,\N,,AFX, ,United Kingdom,N
159,238,Africa Chartered Services,\N,,AFY,AFRICA CHARTERED,Nigeria,N
160,11950,Africa Freight Services,\N,,AFZ,AFREIGHT,Zambia,N
161,1938,Aeronaves Del Centro,\N,,AGA,,Venezuela,N
162,12135,Air Service Gabon,\N,G8,AGB,,Gabon,N
163,668,Arab Agricultural Aviation Company,\N,,AGC,AGRICO,Egypt,N
164,7534,Atlantic Gulf Airlines,\N,,AGF,ATLANTIC GULF,United States,N
165,1979,Aerolitoral,\N,5D,SLI,COSTERA,Mexico,Y
166,13195,Algoma Airways,\N,,AGG,ALGOMA,Canada,N
167,13970,Altagna,\N,,AGH,ALTAGNA,France,N
168,3555,Angola Air Charter,\N,,AGO,ANGOLA CHARTER,Angola,N
169,5533,Angola Air Charter,\N,,AGO,ANGOLA CHARTER,Angola,N
170,525,AERFI Group,\N,,AGP,AIR TARA,Ireland,N
171,6548,Aerogala,\N,,AGQ,GALASERVICE,Chile,N
172,258,Amadeus Global Travel Distribution,\N,1A,AGT,AMADEUS,Spain,N
173,7180,Angara Airlines,\N,,AGU,SARMA,Russia,N
174,4415,Air Glaciers,\N,7T,AGV,AIR GLACIERS,Switzerland,Y
175,7359,Aero Gambia,\N,,AGW,AERO GAMBIA,Gambia,N
176,65,Aviogenex,\N,,AGX,GENEX,Serbia,Y
177,2843,Atlantic Coast Airlines,\N,,BLR,BLUE RIDGE,United States,N
178,573,Aero Barloz,\N,,BLZ,AEROLOZ,Mexico,N
179,6545,Aeroper,\N,PL,PLI,Aeroperu,Peru,Y
180,9011,Atlas Blue,\N,8A,BMM,ATLAS BLUE,Morocco,Y
181,8012,Aero Banobras,\N,,BNB,AEROBANOBRAS,Mexico,N
182,8674,Aero Flight Service,\N,,AGY,FLIGHT GROUP,United States,N
183,3893,Agrolet-Mci,\N,,AGZ,AGROLET,Slovakia,N
184,5560,Air Alpha Greenland,\N,GD,AHA,AIR ALPHA,Denmark,N
185,8349,Azal Avia Cargo,\N,,AHC,AZALAVIACARGO,Azerbaijan,N
186,1065,Airport Helicopter Basel,\N,,AHE, Muller & Co.,AIRPORT HELICOPTER,N
187,3645,Aeroservices Corporate,\N,,CJE,BIRD JET,France,N
188,4189,Aspen Helicopters,\N,,AHF,ASPEN,United States,N
189,12701,Aerochago Airlines,\N,,AHG,AEROCHAGO,Dominican Republic,N
190,8219,Airplanes Holdings,\N,,AHH,AIRHOLD,Ireland,N
191,5259,Air Hong Kong,\N,LD,AHK,AIR HONG KONG,Hong Kong,N
192,3290,Aerochiapas,\N,,AHP,AEROCHIAPAS,Mexico,N
193,11929,Air Adriatic,\N,,AHR,ADRIATIC,Croatia,N
194,4697,Air Viggi San Raffaele,\N,,AHS,AIRSAR,Italy,N
195,12449,ABC Air Hungary,\N,,AHU,ABC HUNGARY,Hungary,N
196,8928,Aeromist-Kharkiv,\N,HT,AHW,AEROMIST,Ukraine,N
197,13172,Azerbaijan Airlines,\N,J2,AHY,AZAL,Azerbaijan,Y
198,8092,Avies,\N,U3,AIA,AVIES,Estonia,Y
199,9066,Airbus Industrie,\N,AP,AIB,AIRBUS INDUSTRIE,France,N
200,3243,Alpine Air Chile,\N,,AIH,ALPINE CHILE,Chile,N
201,10823,Air Integra,\N,,AII,INTEGRA,Canada,N
202,9492,ABC Aerolineas,\N,,AIJ,ABC AEROLINEAS,Mexico,N
203,5610,African Airlines International Limited,\N,,AIK,AFRICAN AIRLINES,Kenya,N
204,6251,African International Airways,\N,,AIN,FLY CARGO,Swaziland,N
205,7324,Alpine Air Express,\N,5A,AIP,ALPINE AIR,United States,N
206,11419,Alicante Internacional Airlines,\N,,AIU,ALIA,Spain,N
207,2599,Aba Air,\N,,ABP,BAIR,Czech Republic,N
208,7401,Airblue,\N,ED,ABQ,PAKBLUE,Pakistan,Y
209,7569,Airmark Aviation,\N,,THM,THAI AIRMARK,Thailand,N
210,7677,Airlift International,\N,,AIR,AIRLIFT,United States,Y
211,12025,Airest,\N,,AIT, ,Estonia,N
212,13385,Air Baffin,\N,,BFF,AIR BAFFIN,Canada,N
213,6564,Air Bandama,\N,,BDM,BANDAMA,Ivory Coast,N
214,8323,Air Berlin,\N,AB,BER,AIR BERLIN,Germany,Y
215,10391,Air Brousse,\N,,ABT,AIR BROUSSE,Canada,N
216,2554,Air Contractors,\N,AG,ABR,CONTRACT,Ireland,N
217,13975,Air Illinois,\N,,AIL,AIR ILLINOIS,United States,N
218,1122,Air India Limited,\N,AI,AIC,AIRINDIA,India,Y
219,8722,Air Inter Gabon,\N,,AIG, ,Gabon,N
220,8270,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y
221,2921,Air Atlanta Icelandic,\N,CC,ABD,ATLANTA,Iceland,Y
222,7324,Air Inuit,\N,,AIE,AIR INUIT,Canada,N
223,13227,Air Sureste,\N,,AIS,SURESTE,Spain,N
224,211,Air Srpska,\N,RB,SBK,Air Srpska,Bosnia and Herzegovina,N
225,667,Air Tahiti Nui,\N,TN,THT,TAHITI AIRLINES,France,Y
226,1070,Airvias S/A Linhas Aereas,\N,,AIV,AIRVIAS,Brazil,N
227,1996,Aero Services Executive,\N,W4,BES,BIRD EXPRESS,France,N
228,13617,Atlantic Island Airways,\N,,AIW,TARTAN,Canada,N
229,10237,Aircruising Australia,\N,,AIX,CRUISER,Australia,N
230,3300,Aircrew Check and Training Australia,\N,,AIY,AIRCREW,Australia,N
231,2795,Arkia Israel Airlines,\N,IZ,AIZ,ARKIA,Israel,Y
232,6577,A J Services,\N,,AJA,AYJAY SERVICES,United Kingdom,N
233,3076,Aero JBR,\N,,AJB,AERO JBR,Mexico,N
234,11047,Aero Jet Express,\N,,AJE,JET EXPRESS,Mexico,N
235,13714,Avia Consult Flugbetriebs,\N,,AJF,AVIACONSULT,Austria,N
236,4880,Ameristar Jet Charter,\N,,AJI,AMERISTAR,United States,N
237,5354,A2 Jet Leasing,\N,,AJJ,ATLANTIC JET,United States,N
238,3605,Allied Air,\N,,AJK,BAMBI,Nigeria,N
239,6645,Air Jamaica,\N,JM,AJM,JAMAICA,Jamaica,Y
240,9857,Air One,\N,AP,ADH,HERON,Italy,Y
241,9014,Air Sahara,\N,S2,RSH,SAHARA,India,Y
242,4108,Air Malta,\N,KM,AMC,AIR MALTA,Malta,Y
243,6421,Aeroejecutivo,\N,,AJO,AEROEXO,Mexico,N
244,7135,Aero Jets Corporativos,\N,,AJP,AEROJETS,Mexico,N
245,5882,Aeroejecutivos Colombia,\N,,AJS,AEROEJECUTIVOS,Colombia,N
246,569,Amerijet International,\N,M6,AJT,AMERIJET,United States,N
247,2646,Air Jetsul,\N,,AJU,AIRJETSUL,Portugal,N
248,10112,ANA & JP Express,\N,,AJV,AYJAY CARGO,Japan,N
249,3670,Alpha Jet International,\N,,AJW,ALPHAJET,United States,N
250,9136,Air Japan,\N,NQ,AJX,AIR JAPAN,Japan,Y
251,11981,Ajet,\N,,AJY,AYJET,Cyprus,N
252,9198,Air Korea Co. Ltd.,\N,,AKA,,Republic of Korea,Y
253,1139,Air Livonia,\N,,LIV,LIVONIA,Estonia,N
254,11014,Air BC,\N,,ABL,AIRCOACH,Canada,N
255,9251,Air Fret Senegal,\N,,ABN, ,Senegal,N
256,2141,Air Jamahiriya Company,\N,,LJA,AIR JAMAHIRIYA,Libya,N
257,728,Aktjubavia,\N,,AKB,KARAB,Kazakhstan,N
258,10134,Arca Aerovias Colombianas Ltda.,\N,,AKC,ARCA,Colombia,N
259,4554,Anikay Air Company,\N,,AKF,ANIKAY,Kyrgyzstan,N
260,3229,Akhal,\N,,AKH,AKHAL,Turkmenistan,N
261,14023,Aeromilenio,\N,,MNI,AEROMIL,Mexico,N
262,9974,Aklak Air,\N,,AKK,AKLAK,Canada,N
263,7243,Air Kiribati,\N,4A,AKL,,Kiribati,Y
264,874,Alkan Air,\N,,AKN,ALKAN AIR,Canada,N
265,14056,Angkor Airways,\N,,AKW,ANGKORWAYS,Cambodia,N
266,13243,Air Nippon Network Co. Ltd.,\N,EH,AKX,ALFA WING,Japan,N
267,693,AK Navigator LLC,\N,,AKZ,ABSOLUTE,Kazakhstan,N
268,6292,Aero Albatros,\N,,ALB,ALBATROS,Mexico,N
269,6087,Albion Aviation,\N,,ALD,ALBION,United Kingdom,N
270,2834,Aeroalas Colombia,\N,,ALE,AEROALAS,Colombia,N
271,11021,Allied Command Europe (Mobile Force),\N,,ALF,ACEFORCE,Belgium,N
272,11630,Aerotaxis Albatros,\N,,BTS,AEROLINEAS ALBATROS,Mexico,N
273,11891,American Flyers,\N,,FYS,AMERICAN FLYERS,United States,N
274,8281,Aero Coach Aviation,\N,,DFA,AERO COACH,United States,N
275,9605,Atlantic Southeast Airlines,\N,,CAA,Chandler,United States,N
276,7081,ACM Air Charter,\N,,BVR,BAVARIAN,Germany,N
277,10718,Air Logistics,\N,,ALG,AIRLOG,United States,N
278,2335,Aerovallarta,\N,,ALL,VALLARTA,Mexico,N
279,13985,Air ALM,\N,,ALM,ANTILLEAN,Netherlands Antilles,N
280,3623,Air Lincoln,\N,,ALN,CHICAGO LINCOLN,United States,N
281,13844,America West Airlines,\N,HP,AWE,CACTUS,United States,Y
282,6759,Air Wisconsin,\N,ZW,AWI,AIR WISCONSIN,United States,Y
283,2053,Aerotransporte de Carga Union,\N,,TNO,AEROUNION,Mexico,N
284,1600,Aero Taxis Cessna,\N,,TND,TAXIS CESSNA,Mexico,N
285,2799,Arizona Express Airlines,\N,,TMP,TEMPE,United States,N
286,10746,Tatarstan Airlines,\N,U9,TAK,TATARSTAN,Russia,Y
287,4488,Allegheny Commuter Airlines,\N,,ALO,ALLEGHENY,United States,Y
288,6132,Alpliner AG,\N,,ALP,ALPINER,Switzerland,N
289,9524,Altair Aviation (1986),\N,,ALQ,ALTAIR,Canada,N
290,8772,Air Luxor STP,\N,,ALU,LUXORJET,Sao Tome and Principe,N
291,4270,Alas de Venezuela,\N,,ALV,ALVEN,Venezuela,N
292,1486,Alas Nacionales,\N,,ALW, S.A.,ALNACIONAL,N
293,10922,Alyeska Air Service,\N,,ALY,ALYESKA,United States,N
294,2062,Alta Flights (Charters) Ltd.,\N,,ALZ, ,Canada,N
295,13031,Air Sunshine,\N,,RSI,AIR SUNSHINE,United States,Y
296,11012,ATMA,\N,,AMA,ADIK,Kazakhstan,N
297,1334,Aerolineas Medellin,\N,,AMD,AEROLINEAS MEDELLIN,Colombia,N
298,9542,Ameriflight,\N,,AMF,AMFLIGHT,United States,N
299,10369,Air Libert,\N,VD,,,France,Y
300,13239,Air Lithuania,\N,TT,KLA,KAUNAS,Lithuania,N
301,3481,Air Minas Linhas A,\N,,AMG,AIR MINAS,Brazil,N
302,5466,Alan Mann Helicopters Ltd.,\N,,AMH,MANN,United Kingdom,N
303,3912,Air Maldives,\N,,AMI,AIR MALDIVES,Maldives,N
304,6681,Aviation Amos,\N,,AMJ,AVIATION AMOS,Canada,N
305,6681,Amerer Air,\N,,AMK,AMER AIR,Austria,N
306,234,Air Malawi,\N,QM,AML,MALAWI,Malawi,Y
307,3290,Aeroputul International Marculesti,\N,,AMM,AEROM,Moldova,N
308,1520,Air Montenegro,\N,,AMN,MONTENEGRO,Montenegro,N
309,2530,Air Montreal (Air Holdings Inc.),\N,,AMO,AIR MONTREAL,Canada,N
310,9602,Aero Transporte S.A. (ATSA),\N,,AMP,ATSA,Peru,N
311,10583,Aeromedicare Ltd.,\N,,AMQ,LIFELINE,United Kingdom,N
312,5753,Air Sicilia,\N,BM,,,Italy,Y
313,3127,Air Specialties Corporation,\N,,AMR,AIR AM,United States,N
314,4837,Air Muskoka,\N,,AMS,AIR MUSKOKA,Canada,N
315,2704,ATA Airlines,\N,,AMT,AMTRAN,United States,Y
316,702,Air Macau,\N,NX,AMU,AIR MACAO,Macao,Y
317,1009,AMC Airlines,\N,,AMV,,Egypt,Y
318,4476,Air Midwest,\N,ZV,AMW,AIR MIDWEST,United States,N
319,11549,Air Seychelles,\N,HM,SEY,SEYCHELLES,Seychelles,Y
320,10063,Air Sofia,\N,,SFB,AIR SOFIA,Bulgaria,N
321,3452,AeroM??xico,\N,AM,AMX,AEROMEXICO,Mexico,Y
322,12712,Air Ambar,\N,,AMY,AIR AMBAR,Dominican Republic,N
323,6761,Amiya Airline,\N,,AMZ,AMIYA AIR,Nigeria,N
324,1661,All Nippon Airways,ANA All Nippon Airways,NH,ANA,ALL NIPPON,Japan,Y
325,12961,Air Navigation And Trading Co. Ltd.,\N,,ANB,AIR NAV,United Kingdom,N
326,10983,Anglo Cargo,\N,,ANC,ANGLO,United Kingdom,N
327,3145,Air Nostrum,\N,YW,ANE,AIR NOSTRUM,Spain,Y
328,13967,Air Niugini,\N,PX,ANG,NUIGINI,Papua New Guinea,Y
329,2822,Air Arabia,\N,G9,ABY,ARABIA,United Arab Emirates,Y
330,2706,Air Canada,\N,AC,ACA,AIR CANADA,Canada,Y
331,1003,Airport Bratsk,\N,,BRP,AEROBRA,Russia,N
332,11781,Air Wings,\N,,BSB,ARBAS,Moldova,N
333,10586,Air Baltic,\N,BT,BTI,AIRBALTIC,Latvia,Y
334,9089,Alajnihah for Air Transport,\N,,ANH,ALAJNIHAH,Libya,N
335,8214,Air Atlantic (Nig) Limited,\N,,ANI,NIGALANTIC,Nigeria,N
336,83,Air Nippon,\N,EL,ANK,ANK AIR,Japan,Y
337,8458,Antares Airtransport,\N,,ANM, Maintenance & Service GmbH,ANTARES,N
338,1708,Airnorth,\N,TL,ANO,TOPEND,Australia,Y
339,12482,Aerol,\N,,ANQ,ANTIOQUIA,Colombia,N
340,9900,Andes Lineas Aereas,\N,,ANS,AEROANDES,Argentina,N
341,714,Air North Charter - Canada,\N,4N,ANT,AIR NORTH,Canada,Y
342,10945,Air Nevada,\N,,ANV,AIR NEVADA,United States,N
343,8795,AOM French Airlines,\N,IW,AOM,French Lines,France,N
344,9873,Aviacion Del Noroeste,\N,,ANW, S.A. de C.V.,AVINOR,N
345,6638,Air New Zealand,\N,NZ,ANZ,NEW ZEALAND,New Zealand,Y
346,3468,Avia Jaynar,\N,,SAP,TOBOL,Kazakhstan,N
347,8882,Aero Servicios Empresariales,\N,,EMS,SERVIEMPRESARIAL,Mexico,N
348,9182,Alcon Servicios Aereos,\N,,AOA, S.A. de C.V.,ALCON,N
349,8740,AVCOM,\N,J6,AOC,AERO AVCOM,Russia,N
350,786,Aero Vodochody,\N,,AOD,AERO CZECH,Czech Republic,N
351,5054,Air One Executive,\N,,AOE, ,Italy,N
352,12346,Atair Pty Ltd.,\N,,AOF,ATAIR,South Africa,N
353,10523,Aero VIP,\N,2D,AOG,AVIP,Argentina,N
354,486,Aeromundo Ejecutivo,\N,,MUN,AEROMUNDO,Mexico,N
355,8001,Aerolinea Muri,\N,,MUR,MURI,Mexico,N
356,8859,Astoria,\N,,AOI, Inc.,ASTORIA,N
357,11985,Aero Rent JSC,\N,,NRO,AEROMASTER,Russia,N
358,1284,Aeronord-Grup,\N,,NRP,AERONORD,Moldova,N
359,380,Aeroatlantico Colombia,\N,,AOK,,Colombia,N
360,8542,Angkor Airlines,\N,,AOL,ANGKOR AIR,Cambodia,N
361,4269,Aero Entreprise,\N,,AON,AERO ENTERPRISE,France,N
362,2080,As,\N,,AOO, Opened Joint Stock Company,COMPANY AS,N
363,1420,Aeropiloto,\N,,AOP,AEROPILOTO,Portugal,N
364,9696,Aeroenlaces Nacionales,\N,,VIV,AEROENLACES,Mexico,N
365,4306,Aerovis Airlines,\N,,VIZ,AEROVIZ,Ukraine,N
366,13703,Avjet International (FZE),\N,,VJE,,United Arab Emirates,N
367,9929,Aerovista Gulf Express,\N,,VGF,VISTA GULF,United Arab Emirates,N
368,8162,Air Vegas,\N,6V,VGA,AIR VEGAS,United States,N
369,6432,Almaver,\N,,VER,ALMAVER,Mexico,N
370,3475,Afro International Ent. Limited,\N,,AOR,INTER-AFRO,Nigeria,N
371,96,Alitalia Express,\N,XM,SMX,ALIEXPRESS,Italy,Y
372,439,Asia Overnight Express,\N,OE,AOT,ASIA OVERNIGHT,Philippines,N
373,7730,Air Tractor,\N,,AOU,AIR TRACTOR,Croatia,N
